Tipo Documento,Canal de Registro,Edad,Género,Nivel de Estudio,Título Homologado,Ciudad de Residencia,Fecha Registro,Programa de Gobierno,Condiciones Especiales,Situación Laboral,Fecha Actualización,Zona,Mes,Año,Punto Atención,Rango Edad
Cédula de Ciudadanía,Autoregistro,20,M,Técnica Laboral,Mantenimientos de equipo en computo,SOLEDAD,27/11/2020 06:58:44 p.m.,NA,NA,Desempleado,27/11/2020 06:58:44 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,36,F,ND,ND,BARRANQUILLA,26/11/2020 03:34:44 p.m.,NA,NA,NO REGISTRA,26/11/2020 03:34:44 p.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,31,F,Media(10-13),bachiller academico,BARRANQUILLA,26/11/2020 01:29:46 p.m.,NA,NA,Desempleado,26/11/2020 01:29:46 p.m.,Urbano,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,38,F,Básica Primaria(1-5),basica primaria,BARRANQUILLA,26/11/2020 12:21:39 p.m.,NA,NA,Desempleado,26/11/2020 12:21:39 p.m.,Urbano,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,36,F,Media(10-13),bachiller academico,BARRANQUILLA,26/11/2020 11:38:36 a.m.,NA,NA,Desempleado,26/11/2020 11:38:36 a.m.,Urbano,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,34,F,Media(10-13),bachille academico,BARRANQUILLA,26/11/2020 11:22:20 a.m.,Víctimas del conflicto armado,,Desempleado,26/11/2020 11:22:20 a.m.,Urbano,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,20,F,Técnica Laboral,tecnico en salud oral,BARRANQUILLA,26/11/2020 11:57:47 a.m.,NA,NA,Desempleado,26/11/2020 11:57:47 a.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,20,F,Básica Secundaria(6-9),EDUCACIÓN ECONÓMICA Y FINANCIERA PARA LA FORMACION BASICA,BARRANQUILLA,25/11/2020 11:35:14 a.m.,NA,NA,Primer Empleo,25/11/2020 11:35:14 a.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,35,F,Media(10-13),bachiller académico,BARRANQUILLA,25/11/2020 03:42:47 p.m.,NA,NA,Desempleado,25/11/2020 03:42:47 p.m.,Urbano,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,33,F,Tecnológica,Tegnologia en jestion logistica y de comercio internacional,BARRANQUILLA,25/11/2020 04:15:43 p.m.,NA,NA,NO REGISTRA,25/11/2020 04:15:43 p.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Documento Nacional de Identificación,Autoregistro,29,M,Técnica Laboral,Técnico en finanzas,BARRANQUILLA,24/11/2020 09:51:06 p.m.,NA,NA,Desempleado,24/11/2020 09:51:06 p.m.,Urbano,11,"2,020",Bario 7 de abril,29 - 39
Documento Nacional de Identificación,Autoregistro,19,F,ND,ND,BARRANQUILLA,24/11/2020 04:41:18 p.m.,NA,NA,NO REGISTRA,24/11/2020 04:41:18 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,34,M,ND,ND,BARRANQUILLA,25/11/2020 09:01:37 a.m.,NA,NA,NO REGISTRA,25/11/2020 09:01:37 a.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,29,M,ND,ND,BARRANQUILLA,25/11/2020 09:15:39 a.m.,NA,NA,NO REGISTRA,25/11/2020 09:15:39 a.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,19,F,ND,ND,BARRANQUILLA,25/11/2020 08:24:41 a.m.,NA,NA,NO REGISTRA,25/11/2020 08:24:41 a.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,41,F,Universitaria,Lic. Administracion,BARRANQUILLA,25/11/2020 09:51:50 a.m.,NA,NA,Desempleado,25/11/2020 09:51:50 a.m.,Urbano,11,"2,020",Bario 7 de abril,40 - 50
Cédula de Ciudadanía,Autoregistro,24,M,Técnica Laboral,"Técnico en mantenimiento de computadoras, administrador de talento humano",SOLEDAD,24/11/2020 10:36:33 a.m.,NA,NA,Desempleado,24/11/2020 10:36:33 a.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,24,M,ND,ND,BARRANQUILLA,23/11/2020 06:17:07 p.m.,NA,NA,NO REGISTRA,23/11/2020 06:17:07 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,29,M,ND,ND,BARRANQUILLA,22/11/2020 02:22:59 p.m.,NA,NA,NO REGISTRA,22/11/2020 02:22:59 p.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,28,F,ND,ND,SOLEDAD,23/11/2020 01:33:19 p.m.,NA,NA,NO REGISTRA,23/11/2020 01:33:19 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Documento Nacional de Identificación,Autoregistro,27,F,Básica Secundaria(6-9),Bachiller,SOLEDAD,20/11/2020 07:49:41 p.m.,NA,NA,Desempleado,20/11/2020 07:49:41 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,22,M,ND,ND,BARRANQUILLA,20/11/2020 10:33:49 p.m.,NA,NA,NO REGISTRA,20/11/2020 10:33:49 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,31,M,ND,ND,BARRANQUILLA,20/11/2020 04:48:58 p.m.,NA,NA,NO REGISTRA,20/11/2020 04:48:58 p.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,21,M,ND,ND,BARRANQUILLA,20/11/2020 03:05:30 p.m.,NA,NA,NO REGISTRA,20/11/2020 03:05:30 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,29,M,ND,ND,BARRANQUILLA,20/11/2020 10:48:56 a.m.,NA,NA,NO REGISTRA,20/11/2020 10:48:56 a.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,41,F,ND,ND,BARRANQUILLA,20/11/2020 10:58:22 a.m.,NA,NA,NO REGISTRA,20/11/2020 10:58:22 a.m.,ND,11,"2,020",Bario 7 de abril,40 - 50
Cédula de Ciudadanía,Autoregistro,27,M,ND,ND,SOLEDAD,20/11/2020 11:18:03 a.m.,NA,NA,NO REGISTRA,20/11/2020 11:18:03 a.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,32,F,ND,ND,SOLEDAD,19/11/2020 03:59:53 p.m.,Víctimas del conflicto armado,,NO REGISTRA,19/11/2020 03:59:53 p.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,23,M,ND,ND,BARRANQUILLA,19/11/2020 12:12:35 p.m.,NA,NA,NO REGISTRA,19/11/2020 12:12:35 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,19,F,Técnica Laboral,Asistente administrativo,BARRANQUILLA,19/11/2020 09:31:47 p.m.,NA,NA,Primer Empleo,19/11/2020 09:31:47 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,18,F,Básica Secundaria(6-9),Bachiller,BARRANQUILLA,19/11/2020 10:19:57 p.m.,NA,NA,Desempleado,19/11/2020 10:19:57 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,20,F,Universitaria,psicologa,SOLEDAD,19/11/2020 08:49:54 a.m.,NA,NA,Desempleado,19/11/2020 08:49:54 a.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,22,M,Básica Secundaria(6-9),Bachiller,SOLEDAD,13/11/2020 02:18:32 p.m.,Víctimas del conflicto armado,,NO REGISTRA,13/11/2020 02:18:32 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,24,M,Tecnológica,tecnólogo en diseño e integración de automatismos mecatronicos,BARRANQUILLA,15/11/2020 01:21:13 p.m.,NA,NA,Desempleado,15/11/2020 01:21:13 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Documento Nacional de Identificación,Autoregistro,26,F,Básica Secundaria(6-9),bachiller,BARRANQUILLA,17/11/2020 05:55:31 p.m.,NA,NA,NO REGISTRA,17/11/2020 05:55:31 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,24,F,ND,ND,BARRANQUILLA,17/11/2020 05:59:42 p.m.,NA,NA,NO REGISTRA,17/11/2020 05:59:42 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Documento Nacional de Identificación,Autoregistro,26,F,Básica Secundaria(6-9),bachiller,BARRANQUILLA,17/11/2020 07:11:42 p.m.,NA,NA,NO REGISTRA,17/11/2020 07:11:42 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,39,F,ND,ND,BARRANQUILLA,11/11/2020 05:13:39 p.m.,NA,NA,NO REGISTRA,11/11/2020 05:13:39 p.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,22,M,Media(10-13),bachiller academico,BARRANQUILLA,17/11/2020 11:28:49 a.m.,NA,NA,Desempleado,17/11/2020 11:28:49 a.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,29,M,Tecnológica,Tecnólogo en Gestión Logística,BARRANQUILLA,17/11/2020 09:44:12 p.m.,NA,NA,Desempleado,17/11/2020 09:44:12 p.m.,Urbano,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,28,M,ND,ND,BARRANQUILLA,17/11/2020 10:00:07 p.m.,NA,NA,NO REGISTRA,17/11/2020 10:00:07 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,35,F,ND,ND,BARRANQUILLA,10/11/2020 06:52:22 p.m.,NA,NA,NO REGISTRA,10/11/2020 06:52:22 p.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,50,F,ND,ND,BARRANQUILLA,10/11/2020 08:49:21 p.m.,NA,NA,NO REGISTRA,10/11/2020 08:49:21 p.m.,ND,11,"2,020",Bario 7 de abril,40 - 50
Cédula de Ciudadanía,Autoregistro,22,F,Técnica Laboral,Tecnico Bancario y Comercial Sistematizado,BARRANQUILLA,10/11/2020 09:35:32 p.m.,NA,NA,Desempleado,10/11/2020 09:35:32 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Documento Nacional de Identificación,Autoregistro,26,F,ND,ND,BARRANQUILLA,11/11/2020 12:29:55 a.m.,NA,NA,NO REGISTRA,11/11/2020 12:29:55 a.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,23,M,Universitaria,Arquitecto,BARRANQUILLA,11/11/2020 10:04:52 a.m.,NA,NA,Primer Empleo,11/11/2020 10:04:52 a.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,30,M,Técnica Laboral,tecnico en mantenimiento y ensamble de computadores,BARRANQUILLA,10/11/2020 10:20:54 a.m.,NA,NA,Desempleado,10/11/2020 10:20:54 a.m.,Urbano,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,22,M,Técnica Laboral,Tecnico Laboral por Competencias en Reparación y Mantenimiento de Computadores,BARRANQUILLA,08/11/2020 02:09:06 p.m.,NA,NA,Desempleado,08/11/2020 02:09:06 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,21,F,Media(10-13),Bachiller academico,BARRANQUILLA,09/11/2020 03:43:19 p.m.,NA,NA,Desempleado,09/11/2020 03:43:19 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,35,F,Básica Secundaria(6-9),Bachillerato,BARRANQUILLA,06/11/2020 02:02:57 p.m.,NA,NA,NO REGISTRA,06/11/2020 02:02:57 p.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,19,F,Media(10-13),Bachiller,BARRANQUILLA,06/11/2020 01:19:24 a.m.,NA,NA,Desempleado,06/11/2020 01:19:24 a.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,22,F,ND,ND,BARRANQUILLA,06/11/2020 08:22:35 a.m.,NA,NA,NO REGISTRA,06/11/2020 08:22:35 a.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,20,F,Tecnológica,Técnico en asistencia en organización de archivos,BARRANQUILLA,06/11/2020 11:16:26 a.m.,NA,NA,NO REGISTRA,06/11/2020 11:16:26 a.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,22,F,ND,ND,BARRANQUILLA,05/11/2020 04:29:28 p.m.,NA,NA,Desempleado,05/11/2020 04:29:28 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,29,F,ND,ND,BARRANQUILLA,05/11/2020 07:40:01 p.m.,NA,NA,NO REGISTRA,05/11/2020 07:40:01 p.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,22,M,Universitaria,Licenciada en Ciencias Sociales,BARRANQUILLA,06/11/2020 03:42:02 p.m.,NA,Negros,Desempleado,06/11/2020 03:42:02 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,19,M,Universitaria,Físico,BARRANQUILLA,06/11/2020 03:47:16 p.m.,NA,NA,Primer Empleo,06/11/2020 03:47:16 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,25,M,Tecnológica,TECNOLOGO EN GESTION PORTUARIA,BARRANQUILLA,06/11/2020 04:39:37 p.m.,NA,NA,Desempleado,06/11/2020 04:39:37 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,31,F,Universitaria,LICENCIADA EN ADMINISTRACION,BARRANQUILLA,08/11/2020 08:22:37 a.m.,NA,NA,Desempleado,08/11/2020 08:22:37 a.m.,Urbano,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,31,M,ND,ND,BARRANQUILLA,06/11/2020 06:00:00 p.m.,NA,NA,NO REGISTRA,06/11/2020 06:00:00 p.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,22,F,Técnica Laboral,Auxiliar de enfermeria,BARRANQUILLA,03/11/2020 07:13:44 p.m.,NA,NA,Desempleado,03/11/2020 07:13:44 p.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,33,F,Técnica Laboral,Técnico laboral secretariado,BARRANQUILLA,03/11/2020 08:31:47 a.m.,NA,NA,NO REGISTRA,03/11/2020 08:31:47 a.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,56,M,ND,ND,BARRANQUILLA,02/11/2020 06:33:51 p.m.,NA,NA,NO REGISTRA,02/11/2020 06:33:51 p.m.,ND,11,"2,020",Bario 7 de abril,51 - 60
Cédula de Ciudadanía,Autoregistro,18,F,ND,ND,BARRANQUILLA,02/11/2020 07:54:48 p.m.,NA,NA,NO REGISTRA,02/11/2020 07:54:48 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,19,F,ND,ND,BARRANQUILLA,02/11/2020 02:04:18 p.m.,NA,NA,NO REGISTRA,02/11/2020 02:04:18 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,21,M,Técnica Laboral,Técnico en operador logístico,BARRANQUILLA,01/11/2020 10:01:36 a.m.,NA,NA,Desempleado,01/11/2020 10:01:36 a.m.,Urbano,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,36,M,ND,ND,BARRANQUILLA,04/11/2020 02:18:47 p.m.,NA,NA,NO REGISTRA,04/11/2020 02:18:47 p.m.,ND,11,"2,020",Bario 7 de abril,29 - 39
Cédula de Ciudadanía,Autoregistro,26,M,ND,ND,BARRANQUILLA,04/11/2020 09:00:14 p.m.,NA,NA,NO REGISTRA,04/11/2020 09:00:14 p.m.,ND,11,"2,020",Bario 7 de abril,18 - 28
Cédula de Ciudadanía,Autoregistro,21,F,Técnica Laboral,Cosmetologia,BARRANQUILLA,04/11/2020 02:09:20 p.m.,NA,NA,Desempleado,04/11/2020 02:09:20 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,29,M,ND,ND,SOLEDAD,04/11/2020 08:03:55 p.m.,NA,NA,NO REGISTRA,04/11/2020 08:03:55 p.m.,ND,11,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Agencia,21,M,Técnica Laboral,LOGISTICA DE CENTRO DE DISTRIBUCION,BARRANQUILLA,05/11/2020 09:03:10 a.m.,NA,NA,Desempleado,05/11/2020 09:03:10 a.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,M,ND,ND,SOLEDAD,05/11/2020 03:43:23 p.m.,NA,NA,NO REGISTRA,05/11/2020 03:43:23 p.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,F,ND,ND,BARRANQUILLA,04/11/2020 01:46:29 p.m.,NA,NA,NO REGISTRA,04/11/2020 01:46:29 p.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,46,M,ND,ND,MALAMBO,04/11/2020 09:47:58 a.m.,NA,NA,Desempleado,04/11/2020 09:47:58 a.m.,Urbano,11,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Agencia,41,F,Básica Primaria(1-5),TERCER GRADO DE BASICA PRIMARIA,BARRANQUILLA,04/11/2020 11:46:38 a.m.,NA,Palenqueros,Desempleado,04/11/2020 11:46:38 a.m.,Urbano,11,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,35,F,ND,ND,SOLEDAD,02/11/2020 11:45:07 a.m.,NA,NA,NO REGISTRA,02/11/2020 11:45:07 a.m.,ND,11,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,18,F,ND,ND,SOLEDAD,01/11/2020 10:37:18 p.m.,NA,NA,NO REGISTRA,01/11/2020 10:37:18 p.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,27,M,Básica Secundaria(6-9),BACHILLER,SOLEDAD,03/11/2020 10:53:59 a.m.,NA,NA,Desempleado,03/11/2020 10:53:59 a.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,37,M,Media(10-13),bachiller academico,SOLEDAD,03/11/2020 02:16:48 p.m.,NA,Afrocolombianos,Desempleado,03/11/2020 02:16:48 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,23,F,Universitaria,Abogada,BARRANQUILLA,03/11/2020 07:59:20 p.m.,NA,NA,Desempleado,03/11/2020 07:59:20 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,22,M,ND,ND,BARRANQUILLA,03/11/2020 09:25:04 p.m.,NA,NA,NO REGISTRA,03/11/2020 09:25:04 p.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,23,F,Universitaria,Enfermera,SOLEDAD,03/11/2020 11:07:26 a.m.,NA,NA,Desempleado,03/11/2020 11:07:26 a.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,45,M,ND,ND,BARRANQUILLA,05/11/2020 09:23:44 p.m.,NA,NA,NO REGISTRA,05/11/2020 09:23:44 p.m.,ND,11,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,21,M,ND,ND,BARRANQUILLA,05/11/2020 06:51:33 p.m.,NA,NA,Desempleado,05/11/2020 06:51:33 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Agencia,31,M,Media(10-13),Media,SOLEDAD,09/06/2015 08:44:05 a.m.,NA,NA,Desempleado,09/06/2015 08:59:48 a.m.,Urbano,11,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,18,F,ND,ND,BARRANQUILLA,06/11/2020 03:31:28 p.m.,NA,NA,NO REGISTRA,06/11/2020 03:31:28 p.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,20,F,Universitaria,Negociador Internacional,SOLEDAD,08/11/2020 05:49:05 p.m.,NA,NA,Desempleado,08/11/2020 05:49:05 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,18,F,Técnica Profesional,tecnologo en gestion de mercado,BARRANQUILLA,08/11/2020 06:28:20 p.m.,NA,NA,Desempleado,08/11/2020 06:28:20 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,21,F,ND,ND,BARRANQUILLA,08/11/2020 06:46:03 p.m.,NA,NA,NO REGISTRA,08/11/2020 06:46:03 p.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Agencia,22,F,Tecnológica,TECNOLOGO EN CONSTRUCCION,BARRANQUILLA,09/11/2020 11:16:20 a.m.,NA,NA,Desempleado,09/11/2020 11:16:20 a.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,29,F,Universitaria,Licenciada en Ciencias Sociales,BARRANQUILLA,09/11/2020 05:31:41 a.m.,NA,NA,Desempleado,09/11/2020 05:31:41 a.m.,Urbano,11,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,18,F,ND,ND,MALAMBO,10/11/2020 11:50:14 a.m.,NA,NA,NO REGISTRA,10/11/2020 11:50:14 a.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,25,F,ND,ND,BARRANQUILLA,10/11/2020 07:01:32 p.m.,NA,NA,NO REGISTRA,10/11/2020 07:01:32 p.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,19,F,Universitaria,ADMINISTRACION DE  EMPRESAS,BARRANQUILLA,17/11/2020 02:16:58 p.m.,NA,NA,Desempleado,17/11/2020 02:16:58 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Agencia,34,M,Universitaria,INGENIERO INDUSTRIAL,BARRANQUILLA,17/11/2020 11:18:28 a.m.,NA,NA,Desempleado,17/11/2020 11:18:28 a.m.,Urbano,11,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,20,F,ND,ND,SOLEDAD,17/11/2020 07:26:47 p.m.,NA,NA,NO REGISTRA,17/11/2020 07:26:47 p.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Documento Nacional de Identificación,Autoregistro,42,M,Media(10-13),Técnico en electricidad industrial,BARRANQUILLA,15/11/2020 01:36:41 p.m.,NA,NA,NO REGISTRA,15/11/2020 01:36:41 p.m.,ND,11,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,20,F,ND,ND,BARRANQUILLA,15/11/2020 10:09:00 PM,NA,NA,NO REGISTRA,15/11/2020 10:09:00 PM,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,47,M,ND,ND,BARRANQUILLA,16/11/2020 12:04:40 p.m.,NA,Indígenas,Desempleado,16/11/2020 12:04:40 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,40 - 50
Cédula de Ciudadanía,Autoregistro,19,F,Tecnológica,TECNOLOGIA EN NEGOCIACION INTERNACIONAL,SOLEDAD,16/11/2020 04:23:03 p.m.,NA,NA,Desempleado,16/11/2020 04:23:03 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,23,M,Básica Secundaria(6-9),Bachiller,BARRANQUILLA,16/11/2020 10:09:25 p.m.,NA,NA,NO REGISTRA,16/11/2020 10:09:25 p.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,37,F,ND,ND,CAMPO DE LA CRUZ,14/11/2020 06:26:34 p.m.,NA,NA,NO REGISTRA,14/11/2020 06:26:34 p.m.,ND,11,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,24,M,Técnica Laboral,Técnico en sistemas,BARRANQUILLA,14/11/2020 08:34:54 p.m.,NA,NA,NO REGISTRA,14/11/2020 08:34:54 p.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,31,M,ND,ND,SOLEDAD,15/11/2020 08:38:41 a.m.,NA,NA,NO REGISTRA,15/11/2020 08:38:41 a.m.,ND,11,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,20,F,ND,ND,BARRANQUILLA,13/11/2020 02:01:04 p.m.,Víctimas del conflicto armado,,NO REGISTRA,13/11/2020 02:01:04 p.m.,ND,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Agencia,35,F,Universitaria,MEDICO GENERAL CON ENFASIS EN URGENCIAS,BARRANQUILLA,12/11/2020 02:14:29 p.m.,NA,NA,Desempleado,12/11/2020 02:14:29 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Autoregistro,22,F,Media(10-13),Bachiller agroambiental,BARRANQUILLA,12/11/2020 06:47:31 p.m.,NA,Afrocolombianos,Desempleado,12/11/2020 06:47:31 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,25,F,Media(10-13),Media,BARRANQUILLA,11/11/2020 01:57:04 p.m.,NA,NA,Desempleado,11/11/2020 01:57:04 p.m.,Urbano,11,"2,020",Barrio Simón Bolívar,18 - 28
Cédula de Ciudadanía,Autoregistro,29,F,Universitaria,LICENCIADA EN CONTADURIA PUBLICA,BARRANQUILLA,11/11/2020 10:41:44 a.m.,NA,NA,Desempleado,11/11/2020 10:41:44 a.m.,Urbano,11,"2,020",Barrio Simón Bolívar,29 - 39
Cédula de Ciudadanía,Agencia,43,F,Universitaria,PSICOLOGA,BARRANQUILLA,12/11/2020 10:11:00 a.m.,NA,NA,Desempleado,12/11/2020 10:11:00 a.m.,Urbano,11,"2,020",Barrio Simón Bolívar,40 - 50
